PolicyNum,ClaimNum,Year,ClaimStatus,Claim,Deduct,EntityType,Description,CoverageGroup,CoverageCode,Fire5,CountyCode,county
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2008,Closed,200,25000,School,vandalismdamageatlafollette,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,286.69,25000,School,vandalismatMarquette,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,35848.05,25000,School,waterdamageatDoyleAdmin,BC,VS,0,DAN,Dane
138109,20081656,2009,Closed,150,25000,School,dooretchedgraffiti,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,45.34,25000,School,graffitiatKennedy,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,822.8,25000,School,vandalismtosmokedetectorsatBlackhawk,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,500,25000,School,classroom#11windowbrokenfromoutside,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,274.5,25000,School,glassvandalismatFalk,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,90.69,25000,School,graffitiatWest,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,443.66,25000,School,glassvandalismatSherman,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,124.69,25000,School,graffitiatWestHigh,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,214,25000,School,glassvandalismatWestHigh,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,24705.6,25000,School,waterdamageatKennedy,BC,VS,0,DAN,Dane
138109,20081656,2009,Closed,240,25000,School,bigoutsidewindowbroken,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,541.34,25000,School,brokenexteriorwindowbyfrontdoors,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,firehorn/strobepulledloosefromwall,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,paintdmgdbygraffitiondoorofbldg,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,500,25000,School,"paintdmgtoshed,path,trashcans",BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,500,25000,School,graffitidamage-playgroundequipment,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,3895.43,25000,School,glassvandalismatLakeview,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,565,25000,School,glassvandalismatFoodServices,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,100,25000,School,cafeupperdoorglassbroke,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,2092,25000,School,vandalismatBlackhawk,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,328,25000,School,damagedwindowscreens,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,100.77,25000,School,blockglassbrokeninprincipal'soffice,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,90.69,25000,School,vandal/graffititobooth,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,541,25000,School,entrydoorsglassbroken,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,78.93,25000,School,graffitivandalismatCherokeeMS,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,45.34,25000,School,graffitiatEastHigh,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,195.59,25000,School,entrydoorglassbroken,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,1619.74,25000,School,teacheraccidentallydroppedlaminatoranddmgdit,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,180,25000,School,doorentryglassbroken,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,45.34,25000,School,graffitiatKennedy,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,90.69,25000,School,graffitiatKennedy,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,1720,25000,School,vandalismatEastHigh,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,289.01,25000,School,glassvandalismatMendota,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,263,25000,School,glassvandalismatLeopold,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,1000,25000,School,boysbathroommotionsensordmgdbywater,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,625,25000,School,safetyglasswindowbroken,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,950,25000,School,glassvandalismatFalk,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,4087.87,25000,School,lightpolehitbyplow,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,100,25000,School,kickedholeinwallinclassroom132,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,242.5,25000,School,glassvandalismatAllis,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,267.1,25000,School,vandalismatAllis,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,90.69,25000,School,vandalismatKennedy,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,278,25000,School,glassvandalismatVanHise/Hamilton,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,181.38,25000,School,graffitiatWestHigh,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,325,25000,School,glassvandalismatLindberg,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,250,25000,School,rippedoutsidescreen,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,3018.69,25000,School,graffitiongardenshedandlowropecourse,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,601,25000,School,glassvandalismatLincoln,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,500,25000,School,exteriordoorglassbroken,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,500,25000,School,waterrunningintolightfixturefromroofleak,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,permanentmarkergraffitiongymdoor,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,560.16,25000,School,glassvandalismatLafollette,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,700,25000,School,brokenwindow,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,471.5,25000,School,glassvandalismatMemorial,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,685.34,25000,School,glassvandalismatEastHS,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,322.48,25000,School,theftofSpringHarborsoccernets,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,500,25000,School,Paintdmgtoshedtrashcanandfieldsign,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,90.68,25000,School,graffitiatThoreauElem,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,90.69,25000,School,graffitiatKennedy,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,90.69,25000,School,graffitiatKennedy,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,4063.5,25000,School,lightpoledamageatfoodservices,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,53.92,25000,School,damagedphonelineatSchenk,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,297.5,25000,School,glassvandalismatLaFollette,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,8014,25000,School,roofdamageatSandburg,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,325,25000,School,doorglassbrokewhenstudentkickeddoor,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,500,25000,School,outsidewindowbroken-room619,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,608.32,25000,School,glassvandalismatHamilton,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,600,25000,School,doorglasskickedandshattered,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,260,25000,School,glassvandalismatHuegel,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,4834.28,25000,School,waterdamageatAlliedBuilding,BC,VS,0,DAN,Dane
138109,20081656,2009,Closed,100,25000,School,graffitioncorneroffieldhouse,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,159,25000,School,Door#8-brokensafetyglass,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glasswindowindoorbroken,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,500,25000,School,"WestH.S.glassbreakageinparkinglot,entrydoor",BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,223.25,25000,School,glassvandalismatKennedy,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,383.34,25000,School,glassvandalismatLaFollette,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,300,25000,School,Sherman10-M12417glasscrackedincorridor163,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,345.34,25000,School,glassvandalismatLaFollett,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,595,25000,School,glassvandalismatLaFollette,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,2882.47,25000,School,glassvandalismatLakeView,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,250,25000,School,glassvandalismatMemorial,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,1354,25000,School,3breezewaywindowswithbborpelletholes,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,175.16,25000,School,glassvandalismatSchenk,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,300,25000,School,taggingonparkinglotwallandstoragedoor,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,autoopenerinternalremotemissingondoorplate,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,182,25000,School,glassvandalismatToki,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,241,25000,School,glassvandalismatThoreau,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,50,25000,School,fireextinguisherfoundinpkglotw/pinpulled,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,1500,25000,School,Eastbattingcagevandalized,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,198.74,25000,School,waterdamageatToki,BC,VS,0,DAN,Dane
138109,20081656,2009,Closed,157.87,25000,School,graffitiatThoreau,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,3000,25000,School,dmgtomechequipmentduetowaterleak,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,classroomentrydoorcracked/brokenwhenclosing,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,252,25000,School,glassvandalismatWestHigh,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,2110.06,25000,School,boysbathroomfireandsmokedamage,BC,VF,0,DAN,Dane
138109,20081656,2009,Closed,701.09,25000,School,glassvandalismatKennedy,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,279.61,25000,School,graffitiatMendotaElem,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,337.57,25000,School,vandalismatEmerson,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,500,25000,School,damagetofirealarmpullstationcovers,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,410,25000,School,glassvandalismatMemorial,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,90.69,25000,School,grafittiatToki,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,500,25000,School,rockbehindschooltaggedw/graffiti,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,175,25000,School,vandalismatEastLMC,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,974.08,25000,School,theftoflaptopatLaFollette,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,163.45,25000,School,glassvandalismatmainoffice,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,90.69,25000,School,graffitiatKennedy,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,261,25000,School,glassvandalismatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,183,25000,School,brokenwindow,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,vandalismtooutsideofbuilding,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,300,25000,School,childslammeddoorandbrokewindow,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,181.38,25000,School,graffitiatMendota,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,100,25000,School,blackberryphonestolen,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,500,25000,School,shattereddoorentranceglass,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,90.69,25000,School,graffitiatKennedy,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,18666.41,25000,School,vandalismtoplaygroundequipment,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,53.92,25000,School,waterdamageatMendota,BC,VS,0,DAN,Dane
138109,20081656,2009,Closed,400,25000,School,S.E.mainentrydoorglassbroken,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,500,25000,School,graffitionrock,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,45.34,25000,School,graffitiatThoreau,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,90.69,25000,School,graffitiatKennedy,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,214,25000,School,glassvandalismatJefferson,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,1399.7,25000,School,glassvandalismatLakeView,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,33.95,25000,School,"tornscreens,windowdamage",BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,1000,25000,School,slidebrokenatbottom,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,208.34,25000,School,glassvandalismatSherman,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,90.69,25000,School,graffiticarvedintostalldoors,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,1269,25000,School,vandalismmultiplewindowsatSchenk,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,500,25000,School,graffitionrestroompartitionwall,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,500,25000,School,frontentryglassbroken,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,78.93,25000,School,graffitiatEastHigh,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,231,25000,School,vandalismatSandburg,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,604,25000,School,glassvandalismatVanHise,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,142.02,25000,School,waterdamageatWhitehorseMS,BC,VS,0,DAN,Dane
138109,20081656,2009,Closed,338,25000,School,glassvandalismatLaFollette,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,542.45,25000,School,graffitiatThoreauElem,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,paintdamagetoshedonathleticfield,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,100.77,25000,School,screenstornoutsideRoom8,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,257.5,25000,School,glassvandalismatHuegel,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,163,25000,School,glassvandalismatMendota,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,454,25000,School,firedamageatSherman,BC,VF,0,DAN,Dane
138109,20081656,2009,Closed,274.5,25000,School,glassvandalismatFalk,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,584.94,25000,School,firehorn/strobepulledofffromwall,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,500,25000,School,exitsigndestroyedoutsideoftheatre,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,45.34,25000,School,graffitiatKennedy,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,1546,25000,School,glassvandalismatElvehjem,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,388.36,25000,School,glassvandalismatSchenk,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,21.87,25000,School,graffitonexteriorofbldg,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,19673.49,25000,School,"batteriesexplodedwhilecharging-dmgdwalls,docs",BC,VF,0,DAN,Dane
138109,20081656,2009,Closed,500,25000,School,9graffititags,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,376.5,25000,School,glassvandalismatMemorial,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,500,25000,School,paint/finishdamagetodoor#8anddoortoshed,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,1468.96,25000,School,laptopandcasestolen,BC,VS,0,DAN,Dane
138109,20081656,2009,Closed,300,25000,School,2brokenwindowsandrippedscreen,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,300,25000,School,sidewindowbyclassroomdoorbroken,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,565,25000,School,lightpoledamagedatLaFollette,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,159,25000,School,glassvandalismatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,218,25000,School,glassvandalismatWest,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,268,25000,School,wiredlaminatedhalldoorglassbroke,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,90.69,25000,School,graffitiatEastHigh,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,68.01,25000,School,holeintimeoutarea,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,76.04,25000,School,vandalismatWestHigh,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,90.69,25000,School,graffitiatKennedy,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,45.34,25000,School,graffitiatPennFieldEastH.S.,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,300,25000,School,3windowscreensremoved/damaged,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,136.5,25000,School,glassvandalismatSchenk,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,174.33,25000,School,glassvandalismatschool,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,90.69,25000,School,vandalism&graffitiatEastHigh,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,245.34,25000,School,glassvandalismatWhiteHorse,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,275,25000,School,glassvandalismatFalk,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,441,25000,School,glassvandalismatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,68.01,25000,School,paintdamagetogirlsrestroom2058,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,2824.72,25000,School,waterdamageatGompers,BC,VS,0,DAN,Dane
138109,20081656,2009,Closed,315.52,25000,School,vandalismatElvehjem,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,545,25000,School,glassvandalismatLowell,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,500,25000,School,doorglassinhallwaybroken,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,272,25000,School,glassvandalismatLincoln,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,141,25000,School,Interiordoorglassbroke,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,241,25000,School,glassvandalismatSandburg,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,112.8,25000,School,studentknockedoffsmokedetector-setoffalarm,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,215,25000,School,glassvandalismatLincoln,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,3465.84,25000,School,drywalldmgdduetoforcedremovalofroom#signs,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,224.5,25000,School,vandalismatEastHigh,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,255.75,25000,School,glassvandalismatElvehjem,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,160.34,25000,School,vandalismatWhiteHorse,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,586.87,25000,School,outsidelightknockedoffbuildingbylightning,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,228,25000,School,someoneputsuperglueingymdoorlocks,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,300,25000,School,door#3-crackedglass,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,7016.29,25000,School,lightningdamageatMemorial,BC,VF,0,DAN,Dane
138109,20081656,2009,Closed,221,25000,School,hallwaydoorglasscrackeddownmiddle,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,500,25000,School,glassindoorgoingintoroomisbroken,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,90.69,25000,School,vandalismatKennedy,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,90.69,25000,School,graffitiatThoreau,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,5510.64,25000,School,waterdamageatMarquetteM.S.,BC,VS,0,DAN,Dane
138109,20081656,2009,Closed,90.69,25000,School,graffitidamageatWest,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,237.59,25000,School,vandalismatEastHigh,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,248.56,25000,School,graffitiatKennedy,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,1747.26,25000,School,laptopdamagedatMundo,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,3348.05,25000,School,vandalismatFranklin,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200.66,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
138109,20081656,2009,Closed,200,25000,School,glassvandalsimatEast,BC,VE,0,DAN,Dane
